id,peta_acuan,pr_permukiman,pr_perkantoan,pr_pendidikan,pr_ofm,pr_transport_umum,pr_taman,pr_hotel,pr_pasar_mall,pr_kesehatan,usia,jk,status_menikah,pendidikan,jml_motor,jml_mobil,jml_sepeda,jml_kendaraan_pribadi,jml_anggota_rt,posisi_rt,penghasilan_pribadi,penghasilan_keluarga,pekerjaan_selain,jam_online,status_kepemilikan,lama_driver,ojek_konvensional
404,3,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,49,Laki-laki,Menikah,SMA/SMK,1,0,0,1,6,Istri,Rp4.000.000-Rp4.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
405,5,Netral,Sangat penting,Sangat penting,Netral,Sangat penting,Sangat tidak penting,Sangat tidak penting,Penting,Penting,28,Laki-laki,Menikah,SMA/SMK,1,0,0,1,2,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,Di bawah 1 tahun,Tidak
406,4,Sangat penting,Tidak penting,Sangat penting,Sangat penting,Tidak penting,Tidak penting,Tidak penting,Sangat penting,Sangat penting,52,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
407,4,Netral,Netral,Penting,Penting,Netral,Netral,Netral,Penting,Netral,38,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,8-10 jam,Pribadi,7-9 tahun,Tidak
408,3,Netral,Sangat penting,Sangat penting,Sangat penting,Netral,Sangat tidak penting,Netral,Sangat penting,Sangat penting,41,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,1-3 tahun,Tidak
409,3,Netral,Penting,Penting,Penting,Netral,Netral,Netral,Netral,Netral,28,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,1,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
410,4,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,22,Laki-laki,Belum Menikah,SMA/SMK,1,0,1,2,4,Anak,Rp2.000.000-Rp2.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
411,4,Sangat penting,Sangat penting,Sangat penting,Tidak penting,Sangat penting,Tidak penting,Sangat tidak penting,Sangat penting,Netral,27,Laki-laki,Menikah,SMP,1,0,0,1,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
412,3,Penting,Penting,Penting,Penting,Netral,Netral,Netral,Netral,Netral,51,Perempuan,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,8-10 jam,Pribadi,7-9 tahun,Tidak
413,4,Penting,Netral,Tidak penting,Sangat penting,Tidak penting,Tidak penting,Netral,Penting,Netral,30,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Di bawah Rp1.000.000,Di bawah Rp1.000.000,Karyawan Swasta (Part-time),6-8 jam,Pribadi,1-3 tahun,Tidak
414,4,Tidak penting,Sangat penting,Sangat penting,Sangat penting,Netral,Netral,Penting,Sangat penting,Penting,28,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,2,Anak,Di bawah Rp1.000.000,Di bawah Rp1.000.000,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
415,3,Penting,Sangat penting,Sangat penting,Sangat penting,Netral,Netral,Penting,Netral,Tidak penting,55,Laki-laki,Menikah,SMA/SMK,1,1,0,2,5,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Tidak
416,5,Penting,Sangat penting,Sangat penting,Sangat penting,Penting,Netral,Penting,Penting,Sangat penting,42,Laki-laki,Menikah,SMA/SMK,2,1,0,3,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Ya
417,5,Sangat penting,Penting,Netral,Sangat penting,Netral,Netral,Penting,Netral,Tidak penting,40,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
418,3,Penting,Netral,Penting,Sangat penting,Sangat penting,Netral,Sangat tidak penting,Netral,Sangat tidak penting,40,Laki-laki,Menikah,SMA/SMK,1,0,1,2,4,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
419,4,Sangat penting,Sangat penting,Sangat penting,Penting,Penting,Netral,Netral,Sangat penting,Netral,49,Laki-laki,Menikah,SMA/SMK,2,0,1,3,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
420,4,Sangat penting,Penting,Penting,Netral,Netral,Netral,Netral,Penting,Netral,20,Laki-laki,Belum Menikah,SMA/SMK,2,0,0,2,5,Anak,Rp4.000.000-Rp4.999.999,Rp10.000.000-Rp10.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
421,4,Sangat penting,Sangat penting,Netral,Sangat penting,Tidak penting,Sangat tidak penting,Netral,Penting,Sangat tidak penting,30,Laki-laki,Menikah,SMA/SMK,2,0,0,2,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
422,4,Sangat penting,Penting,Netral,Penting,Tidak penting,Tidak penting,Penting,Netral,Tidak penting,45,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Tidak
423,3,Netral,Netral,Penting,Penting,Netral,Netral,Netral,Netral,Netral,30,Laki-laki,Menikah,SMA/SMK,1,0,-,1,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Tidak
424,4,Penting,Penting,Netral,Tidak penting,Tidak penting,Netral,Tidak penting,Penting,Netral,40,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Tidak
425,5,Sangat penting,Sangat penting,Penting,Tidak penting,Tidak penting,Sangat tidak penting,Tidak penting,Penting,Netral,44,Laki-laki,Menikah,SMA/SMK,3,0,0,3,6,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
426,4,Netral,Penting,Sangat penting,Sangat penting,Penting,Netral,Penting,Sangat penting,Sangat penting,22,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,4-6 jam,Pribadi,1-3 tahun,Tidak
427,5,Sangat penting,Sangat penting,Tidak penting,Sangat penting,Netral,Netral,Tidak penting,Tidak penting,Netral,26,Laki-laki,Belum Menikah,SMP,1,0,0,1,3,Anak,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Tidak
428,4,Penting,Tidak penting,Netral,Sangat penting,Penting,Netral,Tidak penting,Sangat penting,Tidak penting,47,Laki-laki,Menikah,SMA/SMK,2,0,0,2,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
429,4,Penting,Sangat penting,Sangat penting,Sangat penting,Netral,Netral,Penting,Sangat penting,Netral,21,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Tidak
430,4,Penting,Sangat penting,Sangat penting,Sangat penting,Penting,Penting,Penting,Sangat penting,Penting,20,Laki-laki,Belum Menikah,Diploma,1,0,0,1,3,Anak,Di bawah Rp1.000.000,Rp1.000.000-Rp.1.999.999,Mahasiswa,8-10 jam,Pribadi,Di bawah 1 tahun,Tidak
431,3,Sangat penting,Sangat penting,Sangat penting,Sangat tidak penting,Sangat penting,Tidak penting,Sangat tidak penting,Tidak penting,Netral,55,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
432,4,Netral,Penting,Penting,Sangat penting,Netral,Netral,Penting,Sangat penting,Penting,33,Laki-laki,Menikah,SMA/SMK,1,1,0,2,5,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
433,5,Sangat penting,Penting,Netral,Sangat penting,Netral,Netral,Penting,Sangat penting,Netral,30,Laki-laki,Belum Menikah,SMP,1,0,0,1,5,Anak,Rp2.000.000-Rp2.999.999,Rp6.000.000-Rp6.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Tidak
434,3,Sangat penting,Netral,Penting,Sangat tidak penting,Sangat tidak penting,Tidak penting,Sangat tidak penting,Tidak penting,Netral,30,Laki-laki,Menikah,SMP,1,0,0,1,6,Anak,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
435,4,Sangat penting,Penting,Penting,Sangat penting,Netral,Netral,Netral,Penting,Netral,47,Laki-laki,Menikah,Sarjana,2,1,0,3,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp5.000.000-Rp5.999.999,Wirausahawan,6-8 jam,Pribadi,3-5 tahun,Tidak
436,3,Sangat penting,Sangat penting,Penting,Netral,Penting,Sangat tidak penting,Tidak penting,Sangat penting,Tidak penting,31,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
437,2,Sangat tidak penting,Netral,Netral,Sangat penting,Netral,Sangat tidak penting,Netral,Sangat penting,Netral,25,Laki-laki,Belum Menikah,D3,2,0,1,3,5,Anak,Rp2.000.000-Rp2.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Ya
438,3,Tidak penting,Tidak penting,Penting,Tidak penting,Tidak penting,Sangat tidak penting,Tidak penting,Penting,Netral,35,Laki-laki,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
439,4,Sangat penting,Netral,Penting,Sangat penting,Netral,Netral,Netral,Sangat penting,Netral,46,Laki-laki,Menikah,SD,1,0,0,1,5,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,6-8 jam,Pribadi,3-5 tahun,Tidak
440,4,Penting,Sangat penting,Sangat penting,Tidak penting,Tidak penting,Netral,Sangat penting,Sangat penting,Sangat penting,39,Laki-laki,Cerai,SMP,1,0,0,1,2,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Karyawan Swasta (Part-time),8-10 jam,Pribadi,1-3 tahun,Tidak
441,3,Penting,Penting,Sangat penting,Penting,Penting,Netral,Netral,Sangat penting,Tidak penting,36,Laki-laki,Menikah,Sarjana,2,0,0,2,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,8-10 jam,Pribadi,1-3 tahun,Tidak
442,3,Penting,Tidak penting,Penting,Sangat penting,Penting,Sangat tidak penting,Netral,Sangat tidak penting,Sangat tidak penting,47,Laki-laki,Menikah,SMA/SMK,2,0,0,2,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
443,5,Penting,Netral,Penting,Sangat penting,Tidak penting,Sangat tidak penting,Netral,Netral,Tidak penting,44,Laki-laki,Menikah,SD,1,0,0,1,6,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
444,2,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Sangat penting,Sangat penting,Sangat penting,31,Laki-laki,Menikah,SMP,1,0,0,1,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
445,4,Penting,Penting,Sangat penting,Penting,Netral,Tidak penting,Sangat penting,Sangat penting,Tidak penting,47,Laki-laki,Menikah,SMA/SMK,2,0,2,4,5,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
446,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Tidak penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,62,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
447,3,Penting,Netral,Netral,Sangat penting,Netral,Netral,Tidak penting,Netral,Tidak penting,22,Laki-laki,Belum Menikah,SMA/SMK,1,0,-,1,4,Anak,Rp2.000.000-Rp2.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,6-8 jam,Pribadi,1-3 tahun,Tidak
448,3,Netral,Penting,Penting,Penting,Tidak penting,Sangat tidak penting,Sangat tidak penting,Netral,Sangat tidak penting,38,Laki-laki,Menikah,SMP,1,0,0,1,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,6-8 jam,Pribadi,5-7 tahun,Ya
449,4,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Netral,Sangat tidak penting,Netral,Sangat penting,Tidak penting,27,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp4.000.000-Rp4.999.999,Karyawan Swasta (Full-time),6-8 jam,Pribadi,5-7 tahun,Tidak
450,3,Penting,Sangat penting,Sangat penting,Penting,Sangat penting,Penting,Sangat penting,Sangat penting,Sangat penting,53,Laki-laki,Menikah,Sarjana,4,0,0,4,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
451,4,Penting,Netral,Penting,Netral,Sangat penting,Sangat penting,Tidak penting,Sangat penting,Netral,41,Laki-laki,Menikah,SMA/SMK,2,0,0,2,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
452,3,Penting,Netral,Netral,Penting,Penting,Tidak penting,Tidak penting,Netral,Sangat tidak penting,31,Laki-laki,Menikah,SMA/SMK,2,1,0,3,4,Kepala rumah tangga,Rp8.000.000-R8.999.999,Rp8.000.000-R8.999.999,Wirausahawan,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
453,3,Sangat penting,Penting,Netral,Netral,Tidak penting,Penting,Sangat tidak penting,Penting,Netral,45,Laki-laki,Menikah,Diploma,3,0,1,4,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
454,4,Penting,Sangat penting,Sangat penting,Penting,Netral,Tidak penting,Tidak penting,Netral,Sangat tidak penting,35,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,Di bawah 1 tahun,Tidak
455,3,Netral,Penting,Penting,Penting,Netral,Netral,Netral,Netral,Netral,38,Laki-laki,Menikah,SMP,2,0,0,2,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,1-3 tahun,Tidak
456,3,Netral,Netral,Netral,Penting,Netral,Netral,Netral,Netral,Netral,28,Laki-laki,Menikah,SMA/SMK,2,0,-,2,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,6-8 jam,Pribadi,1-3 tahun,Tidak
457,3,Penting,Penting,Sangat penting,Penting,Sangat penting,Netral,Netral,Penting,Netral,25,Laki-laki,Belum Menikah,SMP,1,0,0,1,3,Anak,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,6-8 jam,Pribadi,1-3 tahun,Tidak
458,3,Netral,Netral,Penting,Penting,Netral,Netral,Netral,Netral,Netral,35,Laki-laki,Menikah,SMA/SMK,2,0,0,2,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
459,3,Sangat penting,Penting,Sangat penting,Netral,Penting,Sangat tidak penting,Tidak penting,Netral,Tidak penting,29,Laki-laki,Menikah,SMA/SMK,1,0,0,1,2,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,1-3 tahun,Tidak
460,4,Sangat penting,Sangat penting,Sangat penting,Netral,Tidak penting,Sangat tidak penting,Tidak penting,Tidak penting,Netral,28,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,1,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
461,4,Penting,Penting,Sangat penting,Penting,Penting,Penting,Penting,Penting,Penting,47,Laki-laki,Menikah,SD,1,0,0,1,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Wirausahawan,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
462,4,Penting,Penting,Penting,Sangat penting,Penting,Penting,Penting,Penting,Penting,44,Laki-laki,Menikah,SMA/SMK,2,0,0,2,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Karyawan Swasta (Part-time),Di atas 10 jam,Pribadi,3-5 tahun,Tidak
463,5,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Sangat penting,Penting,Sangat penting,Sangat penting,Sangat penting,37,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,8-10 jam,Pribadi,1-3 tahun,Tidak
464,5,Sangat penting,Sangat penting,Sangat penting,Netral,Penting,Tidak penting,Tidak penting,Sangat penting,Penting,48,Laki-laki,Menikah,SMA/SMK,2,0,0,2,5,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp9.000.000-Rp9.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
465,5,Sangat penting,Netral,Sangat penting,Sangat penting,Sangat penting,Netral,Netral,Sangat penting,Sangat penting,30,Laki-laki,Menikah,SMA/SMK,2,0,0,2,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Ya
466,5,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,Netral,28,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
467,5,Penting,Netral,Netral,Tidak penting,Penting,Sangat penting,Netral,Sangat penting,Netral,21,Laki-laki,Belum Menikah,SMA/SMK,2,0,0,2,3,Anak,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,8-10 jam,Pribadi,1-3 tahun,Tidak
468,3,Sangat penting,Penting,Sangat penting,Netral,Netral,Sangat tidak penting,Tidak penting,Tidak penting,Sangat tidak penting,39,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,1,Anak,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,8-10 jam,Pribadi,3-5 tahun,Tidak
469,4,Sangat penting,Tidak penting,Penting,Netral,Tidak penting,Sangat tidak penting,Sangat tidak penting,Sangat penting,Penting,44,Laki-laki,Menikah,SMA/SMK,1,0,0,1,5,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,"Tidak ada, Wirausahawan",Di atas 10 jam,Pribadi,3-5 tahun,Tidak
470,3,Sangat penting,Sangat penting,Sangat penting,Penting,Sangat tidak penting,Sangat tidak penting,Netral,Tidak penting,Sangat tidak penting,52,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
471,3,Tidak penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,Penting,Penting,Sangat penting,Penting,42,Laki-laki,Belum Menikah,SMP,1,0,0,1,4,Anak,Rp4.000.000-Rp4.999.999,Rp12.000.000-Rp12.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
472,4,Penting,Penting,Penting,Tidak penting,Netral,Tidak penting,Tidak penting,Tidak penting,Tidak penting,34,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,1,Anak,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Ya
473,4,Penting,Penting,Penting,Sangat penting,Sangat penting,Penting,Penting,Penting,Penting,35,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,2,Anak,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
474,1,Netral,Penting,Penting,Sangat tidak penting,Penting,Sangat tidak penting,Penting,Penting,Penting,46,Laki-laki,Menikah,Diploma,2,0,0,2,2,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Ya
475,4,Penting,Penting,Penting,Netral,Penting,Netral,Penting,Penting,Netral,53,Laki-laki,Menikah,Sarjana,6,2,8,16,5,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
476,2,Tidak penting,Tidak penting,Penting,Sangat penting,Tidak penting,Sangat penting,Tidak penting,Netral,Tidak penting,23,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,1,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
477,3,Penting,Penting,Penting,Netral,Penting,Tidak penting,Netral,Penting,Netral,34,Laki-laki,Menikah,SMP,1,0,0,1,5,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
478,1,Tidak penting,Penting,Penting,Sangat tidak penting,Penting,Netral,Netral,Penting,Penting,46,Laki-laki,Menikah,Diploma,2,0,0,2,2,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Ya
479,3,Penting,Tidak penting,Tidak penting,Sangat penting,Tidak penting,Tidak penting,Tidak penting,Penting,Tidak penting,49,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Wirausahawan,Di atas 10 jam,Pribadi,7-9 tahun,Tidak
480,3,Netral,Netral,Netral,Sangat penting,Netral,Sangat penting,Tidak penting,Netral,Netral,40,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
481,4,Penting,Penting,Penting,Netral,Penting,Netral,Netral,Netral,Netral,62,Laki-laki,Menikah,SD,1,0,0,1,4,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
482,3,Tidak penting,Penting,Penting,Sangat penting,Penting,Penting,Netral,Penting,Penting,26,Laki-laki,Menikah,SMA/SMK,2,0,0,2,2,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,"Wirausahawan, Mahasiswa",Di atas 10 jam,Pribadi,Di bawah 1 tahun,Tidak
483,5,Netral,Sangat penting,Sangat penting,Sangat penting,Netral,Tidak penting,Sangat tidak penting,Penting,Netral,28,Laki-laki,Menikah,SMA/SMK,1,0,0,1,3,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,Di bawah 1 tahun,Tidak
484,5,Penting,Penting,Penting,Netral,Sangat penting,Netral,Netral,Netral,Netral,42,Laki-laki,Menikah,SMP,1,0,0,1,5,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp1.000.000-Rp.1.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
485,5,Sangat penting,Penting,Sangat penting,Penting,Netral,Netral,Tidak penting,Netral,Sangat tidak penting,50,Laki-laki,Menikah,Diploma,1,0,0,1,6,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Tidak ada,8-10 jam,Pribadi,1-3 tahun,Tidak
486,4,Penting,Netral,Netral,Netral,Penting,Netral,Netral,Netral,Netral,54,Laki-laki,Menikah,SMP,3,0,0,3,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
